股票代碼,股票名稱,產業別,市場別
047556,中興電永豐43購02,,上市
047557,中興電永豐45購01,,上市
047558,和大永豐43購01,,上市
047559,上銀永豐44購01,,上市
047560,鴻海永豐48購04,,上市
047561,矽統永豐45購01,,上市
047562,京元電永豐44購01,,上市
047563,亞光永豐43購03,,上市
047564,亞光永豐45購01,,上市
047565,創意永豐45購03,,上市
047566,創意永豐46購01,,上市
047567,牧德永豐44購01,,上市
047568,世芯永豐42購08,,上市
047569,世芯永豐43購05,,上市
047570,精銳永豐44購01,,上市
047571,龍德船永豐44購01,,上市
047572,中興電統一46購03,,上市
047573,大同統一4C購02,,上市
047574,冠德統一46購02,,上市
047575,亞光統一4C購01,,上市
047576,亞光統一52購01,,上市
047577,亞光統一58購02,,上市
047578,欣興統一48購03,,上市
047579,龍德船統一4C購02,,上市
047580,T50正2凱基44購05,,上市
047581,T50反1凱基46購03,,上市
047582,永續息凱基43購01,,上市
047583,中高息凱基43購02,,上市
047584,中興電凱基43購07,,上市
047585,東鹼凱基43購03,,上市
047586,鴻海凱基43購29,,上市
047587,英業達凱基47購01,,上市
047588,技嘉凱基44購01,,上市
047589,京元電凱基43購04,,上市
04758T,臺股指富邦3B售02,,上市
047590,聯發科凱基43購12,,上市
047591,皇昌凱基46購01,,上市
047592,晶豪科凱基43購06,,上市
047593,亞光凱基43購06,,上市
047594,亞光凱基46購01,,上市
047595,智原凱基43購10,,上市
047596,景碩凱基43購05,,上市
047597,緯創凱基43購08,,上市
047598,創意凱基43購09,,上市
047599,創意凱基43購10,,上市
047600,嘉澤凱基43購02,,上市
047601,辛耘凱基43購02,,上市
047602,時碩凱基43購03,,上市
047603,大銀凱基43購01,,上市
047604,聯茂凱基47購02,,上市
047605,緯穎凱基43購10,,上市
047606,金融類凱基43購01,,上市
047607,金融類凱基43購02,,上市
047608,中興電台新42購02,,上市
047609,台積電台新42購08,,上市
047610,美債2X元富48購02,,上市
047611,SGBR2X元富42購01,,上市
047612,和大元富42購04,,上市
047613,劍麟元富48購01,,上市
047614,鴻準元富48購01,,上市
047615,亞光元富42購04,,上市
047616,創意元富45購03,,上市
047617,大銀元富42購03,,上市
047618,台耀元富42購01,,上市
047619,佳必琪元富42購02,,上市
047620,佳必琪元富42購03,,上市
047621,T50反1國票44購02,,上市
047622,T50反1國票45購01,,上市
047623,T50反1國票46購03,,上市
047624,T50反1國票48購01,,上市
047625,臺指反國票44購01,,上市
047626,矽統國票43購02,,上市
047627,威盛國票43購03,,上市
047628,亞光國票44購01,,上市
047629,亞光國票45購01,,上市
047630,亞光國票46購01,,上市
047631,創意國票45購03,,上市
047632,碩天國票43購01,,上市
047633,台郡國票43購01,,上市
047634,樺漢國票43購03,,上市
047635,愛普國票42購02,,上市
047636,晶心科國票42購01,,上市
047637,晶心科國票43購01,,上市
047638,滬深2X國泰44購01,,上市
047639,潤隆國泰44購01,,上市
047640,聯發科國泰44購04,,上市
047641,長榮航國泰44購02,,上市
047642,聯詠國泰44購02,,上市
047643,景碩國泰44購02,,上市
047644,新日興國泰44購02,,上市
047645,創意國泰44購01,,上市
047646,世芯國泰44購03,,上市
047647,亞翔國泰44購02,,上市
047648,SGBR2X群益42購01,,上市
047649,中興電群益43購06,,上市
047650,中興電群益44購01,,上市
047651,堤維西群益44購01,,上市
047652,聯電群益43購04,,上市
047653,鴻海群益44購13,,上市
047654,南亞科群益42購02,,上市
047655,冠德群益48購01,,上市
047656,亞光群益44購01,,上市
047657,欣興群益44購01,,上市
047658,新日興群益44購02,,上市
047659,創意群益44購04,,上市
047660,創意群益44購05,,上市
047661,世芯群益44購08,,上市
047662,日月光群益44購01,,上市
047663,康普群益44購01,,上市
047664,亞翔群益42購06,,上市
047665,樺漢群益43購01,,上市
047666,世紀鋼群益43購05,,上市
047667,世紀鋼群益44購02,,上市
047668,金寶富邦42購01,,上市
047669,技嘉富邦42購04,,上市
047670,技嘉富邦42購05,,上市
047671,技嘉富邦42購06,,上市
047672,長榮航富邦42購01,,上市
047673,長榮航富邦42購02,,上市
047674,神基富邦46購01,,上市
047675,亞光富邦42購01,,上市
047676,智原富邦42購01,,上市
047677,智原富邦42購02,,上市
047678,智原富邦42購03,,上市
047679,景碩富邦44購04,,上市
047680,景碩富邦44購05,,上市
047681,創意富邦42購07,,上市
047682,創意富邦42購08,,上市
047683,創意富邦42購09,,上市
047684,臺股指富邦42購26,,上市
047685,臺指2X元大43購01,,上市
047686,元債2X元大47購03,,上市
047687,美債2X元大4B購01,,上市
047688,FB台半元大43購01,,上市
047689,中興電元大43購09,,上市
047690,中興電元大43購10,,上市
047691,中興電元大47購02,,上市
047692,美時元大45購02,,上市
047693,台達電元大43購13,,上市
047694,台達電元大43購14,,上市
047695,鴻海元大43購38,,上市
047696,台積電元大45購05,,上市
047697,英業達元大43購07,,上市
047698,矽統元大43購06,,上市
047699,台光電元大44購02,,上市
047700,毅嘉元大43購01,,上市
047701,京元電元大43購06,,上市
047702,京元電元大43購07,,上市
047703,聯發科元大43購30,,上市
047704,冠德元大43購03,,上市
047705,皇昌元大46購02,,上市
047706,亞光元大44購04,,上市
047707,亞光元大47購01,,上市
047708,亞光元大48購01,,上市
047709,智原元大43購16,,上市
047710,智原元大43購17,,上市
047711,欣興元大43購24,,上市
047712,欣興元大43購25,,上市
047713,欣興元大44購08,,上市
047714,景碩元大45購01,,上市
047715,創意元大43購12,,上市
047716,創意元大44購02,,上市
047717,創意元大45購02,,上市
047718,世芯元大43購27,,上市
047719,世芯元大43購28,,上市
047720,世芯元大45購03,,上市
047721,貿聯元大43購04,,上市
047722,材料元大44購06,,上市
047723,緯穎元大45購02,,上市
047724,世芯第一42購02,,上市
047725,和大統一52購01,,上市
047726,中砂統一4B購01,,上市
047727,鴻海統一48購07,,上市
047728,皇翔統一4C購01,,上市
047729,德律統一46購01,,上市
047730,德律統一54購01,,上市
047731,昇貿統一4C購01,,上市
047732,臻鼎統一48購04,,上市
047733,穎崴統一58購01,,上市
047734,川湖中信44購01,,上市
047735,皇翔中信42購01,,上市
047736,景碩中信44購01,,上市
047737,元債2X元富3C購01,,上市
047738,辛耘中信44購01,,上市
047739,精銳中信42購01,,上市
047740,元日2X永豐43購01,,上市
047741,鴻海永豐44購08,,上市
047742,台積電永豐46購05,,上市
047743,台積電永豐46購06,,上市
047744,台積電永豐46購07,,上市
047745,毅嘉永豐44購01,,上市
047746,長榮永豐42購08,,上市
047747,新光金永豐45購01,,上市
047748,創意永豐44購05,,上市
047749,世芯永豐44購02,,上市
047750,華孚永豐43購01,,上市
047751,穎崴永豐44購01,,上市
047752,寶成永豐43購01,,上市
047753,臺股指永豐46購02,,上市
047754,正文台新42購01,,上市
047755,台塑國泰44購01,,上市
047756,和大國泰44購01,,上市
047757,鴻海國泰44購04,,上市
047758,技嘉國泰44購03,,上市
047759,京元電國泰44購01,,上市
047760,長榮國泰44購03,,上市
047761,台郡國泰44購01,,上市
047762,南電國泰44購01,,上市
047763,T50反1元富4B購01,,上市
047764,東陽元富48購01,,上市
047765,矽統元富48購01,,上市
047766,玉晶光元富42購02,,上市
047767,世芯元富48購03,,上市
047768,貿聯元富42購05,,上市
047769,大銀元富45購01,,上市
047770,晶心科元富48購01,,上市
047771,緯穎元富43購04,,上市
047772,力智元富48購01,,上市
047773,元債2X國票42購02,,上市
047774,美債2X國票42購01,,上市
047775,京元電國票42購02,,上市
047776,大銀國票43購01,,上市
047777,大銀國票43購03,,上市
047778,台灣50元大44購04,,上市
047779,台灣50元大44購05,,上市
047780,臺指反元大48購03,,上市
047781,中興電元大43購11,,上市
047782,中興電元大43購12,,上市
047783,中興電元大44購03,,上市
047784,大亞元大43購01,,上市
047785,美時元大45購03,,上市
047786,美時元大48購01,,上市
047787,台達電元大43購15,,上市
047788,台達電元大43購16,,上市
047789,台達電元大47購01,,上市
047790,鴻海元大43購39,,上市
047791,台積電元大45購06,,上市
047792,京元電元大43購08,,上市
047793,京元電元大44購04,,上市
047794,聯發科元大44購06,,上市
047795,可成元大43購04,,上市
047796,冠德元大43購04,,上市
047797,皇昌元大47購01,,上市
047798,智原元大43購18,,上市
047799,智原元大43購19,,上市
047800,景碩元大45購02,,上市
047801,創意元大44購03,,上市
047802,世芯元大43購29,,上市
047803,世芯元大43購30,,上市
047804,世芯元大45購04,,上市
047805,大銀元大43購01,,上市
047806,大銀元大43購02,,上市
047807,材料元大43購13,,上市
047808,亞翔元大44購07,,上市
047809,緯穎元大45購03,,上市
047810,緯穎元大46購03,,上市
047811,元債2X富邦43購01,,上市
047812,中砂富邦44購02,,上市
047813,宏碁富邦43購02,,上市
047814,玉晶光富邦44購02,,上市
047815,致伸富邦44購01,,上市
047816,臻鼎富邦43購04,,上市
047817,聯茂富邦44購03,,上市
047818,啟碁富邦44購01,,上市
047819,保瑞富邦44購02,,上市
047820,元債2X群益44購04,,上市
047821,中興電群益43購07,,上市
047822,台玻群益43購01,,上市
047823,中鋼群益42購02,,上市
047824,鴻海群益44購14,,上市
047825,台積電群益48購10,,上市
047826,台積電群益4A購01,,上市
047827,台積電群益4C購01,,上市
047828,佳世達群益44購01,,上市
047829,英業達群益42購02,,上市
047830,技嘉群益42購16,,上市
047831,技嘉群益44購03,,上市
047832,京元電群益44購01,,上市
047833,聯發科群益44購09,,上市
047834,智原群益44購04,,上市
047835,景碩群益42購03,,上市
047836,緯創群益44購04,,上市
047837,創意群益43購05,,上市
047838,嘉澤群益42購02,,上市
047839,辛耘群益42購06,,上市
047840,大銀群益43購01,,上市
047841,緯穎群益44購03,,上市
047843,力積電群益43購01,,上市
047844,南電群益44購04,,上市
047845,元債2X凱基46購03,,上市
047846,元債2X凱基4B購01,,上市
047847,SGBR2X凱基43購02,,上市
047848,FB台半凱基43購01,,上市
047849,川湖凱基44購01,,上市
047850,鴻海凱基44購05,,上市
047851,台積電凱基42購24,,上市
047852,台積電凱基42購25,,上市
047853,台積電凱基42購26,,上市
047854,台積電凱基42購27,,上市
047855,威盛凱基43購06,,上市
047856,長榮凱基43購13,,上市
047857,健和興凱基42購01,,上市
047858,德律凱基43購05,,上市
047859,智原凱基42購02,,上市
047860,景碩凱基43購06,,上市
047861,創意凱基45購03,,上市
047862,世芯凱基44購10,,上市
047863,大銀凱基42購01,,上市
047864,精銳凱基44購01,,上市
047865,材料凱基42購03,,上市
047866,正文凱基42購01,,上市
047867,亞翔凱基43購08,,上市
047868,樺漢凱基42購01,,上市
047869,世紀鋼凱基42購02,,上市
047870,臺股指凱基42購18,,上市
047871,聯電台新42購01,,上市
047872,T50反1元富42購05,,上市
047873,長榮元富42購08,,上市
047874,長榮太元富42購01,,上市
047875,大立光元富48購01,,上市
047876,緯創元富48購02,,上市
047877,緯創元富48購03,,上市
047878,緯穎元富42購10,,上市
047879,勤誠元富42購03,,上市
047880,時碩國票44購01,,上市
047881,電子類國票42購02,,上市
047882,電子類國票42購03,,上市
047883,滬深2X國泰44購02,,上市
047884,鴻海國泰44購05,,上市
047885,大立光國泰44購03,,上市
047886,奇鋐國泰44購02,,上市
047887,緯創國泰44購02,,上市
047888,世芯國泰44購04,,上市
047889,鴻海兆豐45購04,,上市
047890,台積電兆豐43購02,,上市
047891,矽統兆豐44購01,,上市
047892,京元電兆豐48購01,,上市
047893,新光金兆豐44購01,,上市
047894,大立光兆豐44購01,,上市
047895,奇鋐兆豐44購02,,上市
047896,世芯兆豐43購02,,上市
047897,亞翔兆豐44購01,,上市
047898,世紀鋼兆豐48購01,,上市
047899,國巨第一42購01,,上市
047900,長榮第一44購01,,上市
047901,中興電凱基42購01,,上市
047902,中鋼凱基42購01,,上市
047905,台達電凱基42購03,,上市
047906,鴻海凱基42購11,,上市
047907,海悅凱基42購01,,上市
047908,技嘉凱基44購02,,上市
047909,南亞科凱基42購04,,上市
047910,京元電凱基44購01,,上市
047911,聯發科凱基42購11,,上市
047912,皇昌凱基46購02,,上市
047913,三商壽凱基42購01,,上市
047914,新日興凱基43購06,,上市
047915,世芯凱基45購04,,上市
047916,材料凱基42購04,,上市
047917,亞翔凱基48購01,,上市
047918,達麗凱基42購02,,上市
047919,台郡凱基42購01,,上市
047920,緯穎凱基44購03,,上市
047921,力積電凱基42購01,,上市
047922,南電凱基42購02,,上市
047923,波力凱基42購01,,上市
047924,滬深2X永豐42購04,,上市
047925,滬深2X永豐42購05,,上市
047926,滬深2X永豐42購06,,上市
047927,美時永豐48購01,,上市
047928,鴻海永豐43購14,,上市
047929,台積電永豐49購03,,上市
047930,技嘉永豐48購01,,上市
047931,威盛永豐44購01,,上市
047932,聯發科永豐45購02,,上市
047933,皇翔永豐42購01,,上市
047934,奇鋐永豐45購01,,上市
047935,鈺邦永豐43購02,,上市
047936,世紀鋼永豐44購02,,上市
047937,鴻海中信48購01,,上市
047938,中環中信42購01,,上市
047939,台積電中信48購01,,上市
047940,長榮中信42購03,,上市
047941,京元電統一48購01,,上市
047942,聯發科統一44購08,,上市
047943,聯發科統一48購03,,上市
047944,愛山林統一4C購01,,上市
047945,新日興統一49購03,,上市
047946,新日興富邦44購01,,上市
047947,愛普富邦44購01,,上市
047948,元債2X群益48購02,,上市
047949,元債2X群益58購01,,上市
047950,台泥群益44購01,,上市
047951,華友聯群益44購01,,上市
047952,中興電群益45購01,,上市
047953,川湖群益42購11,,上市
047954,鴻海群益44購15,,上市
047955,新美齊群益43購01,,上市
047956,健和興群益44購01,,上市
047957,華立群益43購03,,上市
047958,威健群益42購01,,上市
047959,智原群益42購09,,上市
047960,台積電富邦3C購01,,上市
047961,景碩群益44購05,,上市
047962,嘉澤群益46購01,,上市
047963,世芯群益42購12,,上市
047964,定穎控群益46購01,,上市
047965,材料群益42購06,,上市
047966,中磊群益45購01,,上市
047967,亞翔群益42購07,,上市
047968,樺漢群益42購03,,上市
047969,臺股指群益42購30,,上市
047970,臺股指群益42購31,,上市
047971,臺股指群益42購32,,上市
047972,臺股指群益42購33,,上市
047973,臺股指群益42購34,,上市
047974,臺股指群益42購35,,上市
047975,臺股指群益42購36,,上市
047976,臺股指群益42購37,,上市
047977,T50正2元大43購15,,上市
047978,T50正2元大43購16,,上市
047979,中興電元大43購13,,上市
047980,中興電元大43購14,,上市
047981,中興電元大44購04,,上市
047982,中砂元大43購02,,上市
047983,中砂元大43購03,,上市
047984,台達電元大45購03,,上市
047985,台達電元大47購02,,上市
047986,鴻海元大43購40,,上市
047987,鴻海元大44購12,,上市
047988,台積電元大43購73,,上市
047989,台積電元大43購74,,上市
047990,台光電元大44購03,,上市
047991,京元電元大43購09,,上市
047992,京元電元大45購01,,上市
047993,聯發科元大44購07,,上市
047994,冠德元大43購05,,上市
047995,皇昌元大47購02,,上市
047996,大立光元大43購18,,上市
047997,智原元大43購20,,上市
047998,智原元大43購21,,上市
047999,景碩元大43購22,,上市
048000,景碩元大45購03,,上市
048001,新日興元大43購06,,上市
048002,創意元大43購13,,上市
048003,創意元大44購04,,上市
048004,時碩元大43購02,,上市
048005,材料元大43購14,,上市
048006,材料元大43購15,,上市
048007,亞翔元大43購10,,上市
048008,亞翔元大44購08,,上市
048009,緯穎元大45購04,,上市
048010,臺股指法興42購08,,上市
048011,臺股指法興42購09,,上市
048012,臺股指法興43購01,,上市
048013,臺股指法興43購02,,上市
048014,臺股指法興43購03,,上市
048015,臺股指法興43購04,,上市
048016,台泥兆豐48購01,,上市
048017,美時兆豐44購01,,上市
048018,中華兆豐44購02,,上市
048019,鴻海兆豐44購04,,上市
048020,佳世達兆豐48購01,,上市
048021,技嘉兆豐43購02,,上市
048022,創意兆豐43購03,,上市
048023,技嘉台新42購02,,上市
048024,長榮航台新42購01,,上市
048025,中興電第一42購01,,上市
048026,辛耘第一42購01,,上市
048027,台灣50凱基44購05,,上市
048028,T50正2凱基43購15,,上市
048029,元債2X凱基54購01,,上市
048030,川湖凱基42購06,,上市
048031,華通凱基44購03,,上市
048032,鴻海凱基44購06,,上市
048033,技嘉凱基44購03,,上市
048034,聯發科凱基43購13,,上市
048035,全新凱基42購01,,上市
048036,怡利電凱基43購01,,上市
048037,興富發凱基42購01,,上市
048038,大立光凱基43購11,,上市
048039,奇鋐凱基42購02,,上市
048040,創意凱基42購05,,上市
048041,嘉澤凱基42購02,,上市
048042,貿聯凱基43購03,,上市
048043,十銓凱基42購02,,上市
048044,東科凱基42購01,,上市
048045,超眾凱基42購01,,上市
048046,臺股指凱基43購78,,上市
048047,臺股指凱基43購79,,上市
048048,臺股指凱基43購80,,上市
048049,S&P正2中信42購03,,上市
048050,健和興中信42購01,,上市
048051,滬深2X永豐43購01,,上市
048052,滬深2X永豐43購02,,上市
048053,川湖永豐44購02,,上市
048054,金像電永豐45購01,,上市
048055,美律永豐44購01,,上市
048056,三商壽永豐43購01,,上市
048057,景碩永豐45購01,,上市
048058,景碩永豐45購02,,上市
048059,辛耘永豐45購02,,上市
048060,正文永豐42購01,,上市
048061,超眾永豐43購01,,上市
048062,超眾永豐44購01,,上市
048063,世紀鋼永豐45購01,,上市
048064,亞力統一52購01,,上市
048065,和大統一4B購01,,上市
048066,金像電統一4C購01,,上市
048067,威盛統一54購01,,上市
048068,京元電統一4C購02,,上市
048069,聯發科統一4C購05,,上市
048070,長榮統一48購03,,上市
048071,奇鋐統一4C購01,,上市
048072,益登統一51購01,,上市
048073,蔚華科統一52購01,,上市
048074,創意統一48購04,,上市
048075,辛耘統一4C購02,,上市
048076,辛耘統一58購01,,上市
048077,定穎控統一49購03,,上市
048078,正文統一4C購03,,上市
048079,十銓統一52購01,,上市
048080,超眾統一54購01,,上市
048081,超眾統一56購01,,上市
048082,超眾統一58購01,,上市
048083,T50正2元富42購09,,上市
048084,中興電元富45購01,,上市
048085,中興電元富45購02,,上市
048086,川湖元富45購01,,上市
048087,川湖元富45購02,,上市
048088,華通元富45購01,,上市
048089,華通元富45購02,,上市
048090,中環元富48購01,,上市
048091,華泰元富43購01,,上市
048092,宏碁元富42購03,,上市
048093,全新元富42購01,,上市
048094,飛宏元富42購01,,上市
048095,欣興元富43購03,,上市
048096,華擎元富48購01,,上市
048097,祥碩元富45購01,,上市
048098,同欣電元富42購02,,上市
048099,百和元富48購01,,上市
048100,元債2X國票43購03,,上市
048101,元債2X國票44購03,,上市
048102,美債2X國票43購02,,上市
048103,美債2X國票44購01,,上市
048104,SP黃豆國票44購01,,上市
048105,元日2X國票45購02,,上市
048106,道瓊銀國票45購01,,上市
048107,潤隆國票42購01,,上市
048108,潤隆國票43購01,,上市
048109,潤隆國票44購01,,上市
048110,辛耘國票42購01,,上市
048111,辛耘國票43購01,,上市
048112,辛耘國票44購01,,上市
048113,東科國票42購01,,上市
048114,東科國票43購01,,上市
048115,東科國票44購01,,上市
048116,台泥國泰44購01,,上市
048117,中興電國泰44購02,,上市
048118,亞力國泰44購02,,上市
048119,聯電國泰44購03,,上市
048120,台積電國泰44購06,,上市
048121,華邦電國泰44購02,,上市
048122,華碩國泰44購02,,上市
048123,辛耘國泰44購02,,上市
048124,貿聯國泰44購01,,上市
048125,勤誠國泰44購01,,上市
048126,中興電元大43購15,,上市
048127,中興電元大44購05,,上市
048128,大亞元大45購01,,上市
048129,台達電元大43購18,,上市
048130,台達電元大44購04,,上市
048131,台達電元大45購04,,上市
048132,鴻海元大43購42,,上市
048133,鴻海元大44購13,,上市
048134,台積電元大43購78,,上市
048135,台積電元大43購79,,上市
048136,台光電元大45購03,,上市
048137,京元電元大44購05,,上市
048138,京元電元大45購02,,上市
048139,聯發科元大44購08,,上市
048140,冠德元大43購06,,上市
048141,兆豐金元大43購01,,上市
048142,智原元大43購22,,上市
048143,智原元大43購23,,上市
048144,景碩元大43購23,,上市
048145,景碩元大43購24,,上市
048146,新日興元大43購08,,上市
048147,創意元大43購14,,上市
048148,創意元大44購05,,上市
048149,材料元大43購16,,上市
048150,材料元大43購17,,上市
048151,亞翔元大43購11,,上市
048152,亞翔元大43購12,,上市
048153,緯穎元大43購08,,上市
048154,緯穎元大43購09,,上市
048155,中興電群益44購02,,上市
048156,潤隆群益43購02,,上市
048157,鴻海群益44購16,,上市
048158,精英群益44購02,,上市
048159,海悅群益42購02,,上市
048160,燿華群益42購03,,上市
048161,技嘉群益42購17,,上市
048162,技嘉群益44購04,,上市
048163,瑞昱群益43購03,,上市
048164,聯發科群益43購21,,上市
048165,聯發科群益44購10,,上市
048166,聯發科群益46購01,,上市
048167,開發金群益42購02,,上市
048168,新日興群益44購03,,上市
048169,世芯群益42購13,,上市
048170,材料群益44購06,,上市
048171,瀚宇博群益42購01,,上市
048172,亞翔群益42購08,,上市
048173,達麗群益42購01,,上市
048174,帆宣群益44購01,,上市
048175,超眾群益42購01,,上市
048176,矽格群益44購02,,上市
048177,同欣電群益42購01,,上市
048178,啟碁群益46購01,,上市
048179,緯穎群益44購04,,上市
04817T,臺股指元大3A售06,,上市
048180,臺股指群益48購01,,上市
048181,臺股指群益48購02,,上市
048182,臺股指群益48購03,,上市
048183,大亞富邦42購02,,上市
048184,冠德富邦42購02,,上市
048185,奇鋐富邦43購03,,上市
048186,台灣50中信44購03,,上市
048187,美債2X中信43購01,,上市
048188,美時中信43購01,,上市
048189,台積電中信43購06,,上市
04818T,臺股指元大3A售07,,上市
048190,長榮中信44購01,,上市
048191,新光金中信42購01,,上市
048192,潤泰新中信43購01,,上市
048193,鴻海永豐49購02,,上市
048194,皇昌永豐42購01,,上市
048195,奇鋐永豐44購03,,上市
048196,奇鋐永豐44購04,,上市
048197,技嘉第一42購01,,上市
048198,台光電第一42購02,,上市
048199,華友聯凱基42購01,,上市
04819T,臺股指元大3A售08,,上市
048200,潤隆凱基44購01,,上市
048201,瑞昱凱基43購02,,上市
048202,台光電凱基44購01,,上市
048203,京元電凱基43購05,,上市
048204,奇鋐凱基42購03,,上市
048205,新日興凱基43購07,,上市
048206,世芯凱基42購05,,上市
048207,世芯凱基44購11,,上市
048208,世芯凱基44購12,,上市
048209,TPK凱基44購01,,上市
04820T,臺股指元大3A售09,,上市
048210,正文凱基43購04,,上市
048211,十銓凱基42購03,,上市
048212,亞翔凱基42購01,,上市
048213,緯穎凱基44購04,,上市
048214,龍德船凱基42購02,,上市
048215,長華凱基42購01,,上市
048216,台灣50元富48購04,,上市
048217,中502X元富48購01,,上市
048218,台達電元富45購01,,上市
048219,矽統元富42購01,,上市
048220,技嘉元富45購01,,上市
048221,技嘉元富45購02,,上市
048222,台光電元富45購01,,上市
048223,台光電元富45購02,,上市
048224,富邦金元富48購01,,上市
048225,國泰金元富42購02,,上市
048226,大立光元富42購05,,上市
048227,新日興元富52購01,,上市
048228,世芯元富42購09,,上市
048229,材料元富43購04,,上市
048230,達麗元富48購01,,上市
048231,瑞祺元富42購02,,上市
048232,龍德船元富42購02,,上市
048233,潤泰新元富48購01,,上市
048234,中砂國泰44購02,,上市
048235,川湖國泰44購03,,上市
048236,台積電國泰44購07,,上市
048237,矽統國泰44購02,,上市
048238,技嘉國泰44購04,,上市
048239,皇昌國泰44購01,,上市
048240,晶豪科國泰44購01,,上市
048241,智原國泰44購02,,上市
048242,世芯國泰44購05,,上市
048243,緯穎國泰44購01,,上市
048244,和大統一48購01,,上市
048245,中砂統一48購02,,上市
048246,潤隆統一48購01,,上市
048247,川湖統一54購01,,上市
048248,台積電統一4A購08,,上市
048249,技嘉統一48購04,,上市
048250,威盛統一48購04,,上市
048251,皇昌統一49購01,,上市
048252,融程電統一52購01,,上市
048253,精銳統一48購02,,上市
048254,精銳統一54購01,,上市
048255,超眾統一48購01,,上市
048256,潤泰新統一48購01,,上市
048257,緯創台新42購01,,上市
048258,緯穎台新42購01,,上市
048259,FBNQ2X國票43購01,,上市
048260,楠梓電國票43購01,,上市
048261,新光金國票42購03,,上市
048262,新光金國票44購03,,上市
048263,新光金國票45購01,,上市
048264,新光金國票48購01,,上市
048265,晶豪科國票42購03,,上市
048266,晶豪科國票44購01,,上市
048267,晶相光國票42購01,,上市
048268,世紀鋼國票42購04,,上市
048269,世紀鋼國票43購01,,上市
048270,精英群益44購03,,上市
048271,技嘉群益42購18,,上市
048272,美律群益43購02,,上市
048273,聯發科群益44購11,,上市
048274,大立光群益43購08,,上市
048275,敦泰群益42購02,,上市
048276,海華群益44購01,,上市
048277,東科群益44購01,,上市
048278,同欣電群益42購02,,上市
048279,愛普群益43購03,,上市
048280,晶心科群益42購04,,上市
048281,臺股指群益45購01,,上市
048282,臺股指群益45購02,,上市
048283,臺股指群益45購03,,上市
048284,台灣50兆豐46購01,,上市
048285,中砂兆豐44購01,,上市
048286,裕民兆豐48購01,,上市
048287,材料兆豐44購01,,上市
048288,正文兆豐44購01,,上市
048289,緯穎兆豐48購01,,上市
048290,T50正2元大42購03,,上市
048291,T50反1元大47購03,,上市
048292,美債2X元大45購01,,上市
048293,美債2X元大46購02,,上市
048294,中興電元大43購16,,上市
048295,中興電元大43購17,,上市
048296,中興電元大43購18,,上市
048297,台達電元大43購19,,上市
048298,台達電元大43購20,,上市
048299,台達電元大44購05,,上市
048300,鴻海元大43購44,,上市
048301,鴻海元大43購45,,上市
048302,鴻海元大45購11,,上市
048303,台積電元大43購83,,上市
048304,台積電元大44購11,,上市
048305,華碩元大45購04,,上市
048306,矽統元大43購09,,上市
048307,矽統元大43購10,,上市
048308,京元電元大44購06,,上市
048309,冠德元大45購01,,上市
048310,智原元大43購24,,上市
048311,智原元大43購25,,上市
048312,欣興元大45購03,,上市
048313,景碩元大44購05,,上市
048314,創意元大43購15,,上市
048315,創意元大44購06,,上市
048316,創意元大45購03,,上市
048317,世芯元大43購31,,上市
048318,世芯元大43購32,,上市
048319,世芯元大44購12,,上市
048320,材料元大43購18,,上市
048321,材料元大43購19,,上市
048322,亞翔元大43購13,,上市
048323,香港2X富邦44購01,,上市
048324,達麗富邦44購01,,上市
048325,緯穎富邦43購01,,上市
048326,台塑永豐43購02,,上市
048327,新光金永豐45購02,,上市
048328,和大兆豐44購01,,上市
048329,美時兆豐44購02,,上市
048330,瑞昱兆豐46購01,,上市
048331,貿聯兆豐48購01,,上市
048332,祥碩兆豐44購01,,上市
048333,名軒群益44購01,,上市
048334,信錦群益44購01,,上市
048335,大亞群益42購02,,上市
048336,新光鋼群益42購02,,上市
048337,鴻海群益44購17,,上市
048338,順德群益44購01,,上市
048339,瑞昱群益43購04,,上市
048340,台光電群益42購11,,上市
048341,皇翔群益42購01,,上市
048342,新光金群益44購01,,上市
048343,奇鋐群益44購01,,上市
048344,世芯群益42購14,,上市
048345,世芯群益42購15,,上市
048346,祥碩群益43購02,,上市
048347,亞翔群益42購09,,上市
048348,緯穎群益42購04,,上市
048349,川湖第一48購01,,上市
048350,精銳第一44購01,,上市
048351,T50正2凱基42購05,,上市
048352,美債2X凱基45購02,,上市
048353,美債2X凱基46購02,,上市
048354,鴻海凱基45購06,,上市
048355,台積電凱基42購32,,上市
048356,美律凱基43購01,,上市
048357,新美齊凱基43購02,,上市
048358,聯發科凱基44購04,,上市
048359,大立光凱基42購07,,上市
048360,智原凱基43購11,,上市
048361,欣興凱基42購01,,上市
048362,景碩凱基42購01,,上市
048363,創意凱基45購04,,上市
048364,材料凱基42購05,,上市
048365,臻鼎凱基43購04,,上市
048366,東科凱基44購01,,上市
048367,啟碁凱基46購01,,上市
048368,保瑞凱基42購01,,上市
048369,臺股指凱基45購23,,上市
048370,臺股指凱基45購24,,上市
048371,臺股指凱基45購25,,上市
048372,SGBR2X元富48購01,,上市
048373,和大元富48購01,,上市
048374,鴻海元富48購03,,上市
048375,鴻海元富4B購02,,上市
048376,台積電元富4B購02,,上市
048377,台積電元富52購01,,上市
048378,群光元富42購01,,上市
048379,聯發科元富47購03,,上市
048380,第一保元富42購01,,上市
048381,新日興元富43購01,,上市
048382,精銳元富42購01,,上市
048383,凌巨元富48購01,,上市
048384,元石油國票42購01,,上市
